"","PC1","PC2","PC3"
"point14.15.orbit.diameter.resids_point8.9.dentigerous.arm.depth.resids",-0.00211589306580036,-0.00464135365654753,0.00110954120279816
"point14.15.orbit.diameter.resids_point2.11.palatine.height.resids",-0.00158921805278615,-0.0197275233017941,-0.00150780301737413
"point14.15.orbit.diameter.resids_point2.3.jaw.closing.inlever.resids",0.00156081779720655,-0.0257999540475056,0.00559046780511286
"point14.15.orbit.diameter.resids_point15.16.cranial.height.resids",-0.00071816429381543,-0.0192066273596104,0.00234380178696411
"point14.15.orbit.diameter.resids_point14.15.orbit.diameter.resids",-0.00855239989872094,-0.0374815871924624,-0.0124560319630914
"point14.15.orbit.diameter.resids_point2.18.suspensorium.length.resids",-0.00102091685898433,-0.0172840902216538,-0.00222569004783755
"point14.15.orbit.diameter.resids_point9.10.ascending.proess.length.resids",0.00133632430992102,-0.0463495291844233,0.00295495135261311
"point14.15.orbit.diameter.resids_point2.4.opening.inlever.resids",0.00604058928477337,0.0121457662937176,0.0029308264665605
"point14.15.orbit.diameter.resids_point12.19.nasal.tissue.protrusion.resids",-0.0112722137756367,-0.0683047571767402,-0.0026508417486743
"point14.15.orbit.diameter.resids_point11.14.ectopterygoid.resids",-0.00431021643677826,0.0416924140053324,-0.00925195227763969
"point14.15.orbit.diameter.resids_point16.18.head.depth.resids",-0.00175808788722034,-0.00354311560796424,0.000113714181550576
"point14.15.orbit.diameter.resids_point12.13.maxillary.head.protrusion.resids",-0.00246978341172925,-0.00290728826263402,-0.00252354375510408
"point14.15.orbit.diameter.resids_point6.11.maxilla.length.resids",-0.00158762261725499,-0.0259196214614158,0.0037072398822021
"point14.15.orbit.diameter.resids_point11.13.maxillary.head.height.resids",-0.0441777856789412,0.00493980898131216,0.00578489462789679
"point14.15.orbit.diameter.resids_point17.18.pelvic.girdle.length.resids",6.47705503876025e-05,0.0217342628979882,-0.00199408233912012
"point2.18.suspensorium.length.resids_point5.8.dentigerous.arm.width.resids",-0.00118231906016446,-0.0179817833059927,0.000310814567152336
"point2.18.suspensorium.length.resids_point7.5.dentigerous.arm.base.resids",0.00280196153522028,0.000618406097187649,0.000686005870140043
"point2.18.suspensorium.length.resids_point1.2.lower.jaw.length.resids",0.00796332106530237,-0.0154267293220718,-0.00563293058384857
"point2.18.suspensorium.length.resids_point8.9.dentigerous.arm.depth.resids",-0.0028370802787323,-0.0145912451098263,0.0014648465363312
"point2.18.suspensorium.length.resids_point2.11.palatine.height.resids",0.00775637879454054,-0.00322361945480422,-0.000707715675981256
"point2.18.suspensorium.length.resids_point2.3.jaw.closing.inlever.resids",0.00293789796707988,-0.0231963525071665,-0.00051800410783096
"point2.18.suspensorium.length.resids_point15.16.cranial.height.resids",-0.00350749414406191,-0.00166936068621637,0.00090087076089295
"point2.18.suspensorium.length.resids_point14.15.orbit.diameter.resids",-0.00102091685898433,-0.0172840902216538,-0.00222569004783755
"point2.18.suspensorium.length.resids_point2.18.suspensorium.length.resids",0.0402844020177474,-0.0201541044632026,-0.00566724001722091
"point2.18.suspensorium.length.resids_point9.10.ascending.proess.length.resids",-0.00845382630399984,0.00541657411572581,0.00462446031758363
"point2.18.suspensorium.length.resids_point2.4.opening.inlever.resids",0.0458621507392982,-0.0431330174561368,0.000801408125352666
"point2.18.suspensorium.length.resids_point12.19.nasal.tissue.protrusion.resids",-0.0613912687516906,-0.0144796707070408,-0.0053236163856502
"point2.18.suspensorium.length.resids_point11.14.ectopterygoid.resids",0.0112274149793805,0.00185874782395321,-0.000133753120640919
"point2.18.suspensorium.length.resids_point16.18.head.depth.resids",-0.000561686266858026,0.000883674327377922,-0.000750608093387369
"point2.18.suspensorium.length.resids_point12.13.maxillary.head.protrusion.resids",0.0240767900437962,0.0218262924396268,0.028177038541445
"point2.18.suspensorium.length.resids_point6.11.maxilla.length.resids",0.0105208984671525,-0.0101882644809272,0.00331090636757569
"point2.18.suspensorium.length.resids_point11.13.maxillary.head.height.resids",0.0107891768999667,-0.00656376927950528,0.00275178107887843
"point2.18.suspensorium.length.resids_point17.18.pelvic.girdle.length.resids",-0.0406040152787721,-0.0109736280960029,0.0063905027128133
"point9.10.ascending.proess.length.resids_point5.8.dentigerous.arm.width.resids",-0.00162327974752476,0.00676516455921084,-0.00267286692833582
"point9.10.ascending.proess.length.resids_point7.5.dentigerous.arm.base.resids",0.026137980801449,0.00923103626766599,0.00941050597150185
"point9.10.ascending.proess.length.resids_point1.2.lower.jaw.length.resids",0.00637724929999236,-0.0328728112005188,-0.0026822663340484
"point9.10.ascending.proess.length.resids_point8.9.dentigerous.arm.depth.resids",0.0101079630269552,-0.0786848400738874,-0.00188232110842929
"point9.10.ascending.proess.length.resids_point2.11.palatine.height.resids",-0.00434763989104281,-0.00132874412010158,0.00365288230870375
"point9.10.ascending.proess.length.resids_point2.3.jaw.closing.inlever.resids",0.00815868232999229,-0.0515547269574104,-0.00258491551141051
"point9.10.ascending.proess.length.resids_point15.16.cranial.height.resids",-0.0257632838525811,-0.000892839722264856,0.00176110609357587
"point9.10.ascending.proess.length.resids_point14.15.orbit.diameter.resids",0.00133632430992102,-0.0463495291844233,0.00295495135261311
"point9.10.ascending.proess.length.resids_point2.18.suspensorium.length.resids",-0.00845382630399984,0.00541657411572581,0.00462446031758363
"point9.10.ascending.proess.length.resids_point9.10.ascending.proess.length.resids",0.033456389090059,0.00990939192061937,0.0361448011782986
"point9.10.ascending.proess.length.resids_point2.4.opening.inlever.resids",0.0642342029536495,-0.257878843459984,0.00377309836158236
"point9.10.ascending.proess.length.resids_point12.19.nasal.tissue.protrusion.resids",-0.0439095952549627,-0.0281637520271064,0.0143299777220719
"point9.10.ascending.proess.length.resids_point11.14.ectopterygoid.resids",0.0276048825986796,-0.0769880856177703,0.00122717041970356
"point9.10.ascending.proess.length.resids_point16.18.head.depth.resids",-0.000488608979451257,-0.0196779284808806,0.00218379451998568
"point9.10.ascending.proess.length.resids_point12.13.maxillary.head.protrusion.resids",0.0219029979173626,0.107163297264971,0.00849056901763365
"point9.10.ascending.proess.length.resids_point6.11.maxilla.length.resids",-0.00303057616767157,-0.0164869353198094,-0.00519277606869167
"point9.10.ascending.proess.length.resids_point11.13.maxillary.head.height.resids",-0.0364586004294934,0.016788439856538,-0.0300515582265197
"point9.10.ascending.proess.length.resids_point17.18.pelvic.girdle.length.resids",0.0346745474993632,-0.0238518520524037,-0.000400913646716171
"point2.4.opening.inlever.resids_point5.8.dentigerous.arm.width.resids",0.000737877951706731,-0.016713091639128,-0.00149206266034172
"point2.4.opening.inlever.resids_point7.5.dentigerous.arm.base.resids",0.00516693455820675,-0.0927350075235811,0.0223763803977859
"point2.4.opening.inlever.resids_point1.2.lower.jaw.length.resids",-0.000624931720785156,0.0144705229609108,-0.00773660374985602
"point2.4.opening.inlever.resids_point8.9.dentigerous.arm.depth.resids",-0.0208923837211184,0.117645382111698,0.00790039498840523
"point2.4.opening.inlever.resids_point2.11.palatine.height.resids",0.0186366995379356,-0.0250366476015628,0.00915367364558138
"point2.4.opening.inlever.resids_point2.3.jaw.closing.inlever.resids",0.00700858535891223,-0.000431279293615342,0.00203377065701164
"point2.4.opening.inlever.resids_point15.16.cranial.height.resids",0.000989967162380642,-0.0219711555198582,0.00108700951970947
"point2.4.opening.inlever.resids_point14.15.orbit.diameter.resids",0.00604058928477337,0.0121457662937176,0.0029308264665605
"point2.4.opening.inlever.resids_point2.18.suspensorium.length.resids",0.0458621507392982,-0.0431330174561368,0.000801408125352666
"point2.4.opening.inlever.resids_point9.10.ascending.proess.length.resids",0.0642342029536495,-0.257878843459984,0.00377309836158236
"point2.4.opening.inlever.resids_point2.4.opening.inlever.resids",0.0197276993580283,0.185916036915882,0.11533567823068
"point2.4.opening.inlever.resids_point12.19.nasal.tissue.protrusion.resids",-0.214635597967304,0.0817294507957094,-0.116934005172305
"point2.4.opening.inlever.resids_point11.14.ectopterygoid.resids",-0.0160352692882091,0.0998494209406916,0.00521213557734865
"point2.4.opening.inlever.resids_point16.18.head.depth.resids",0.00493606901344041,-0.00685603118566944,-0.00140048488800903
"point2.4.opening.inlever.resids_point12.13.maxillary.head.protrusion.resids",0.0955671246446319,-0.21696453127315,-0.0274468941111553
"point2.4.opening.inlever.resids_point6.11.maxilla.length.resids",0.0130999094142313,-0.0101048775098206,-0.00129838210476064
"point2.4.opening.inlever.resids_point11.13.maxillary.head.height.resids",-0.195296563227885,-0.0862775016533037,-0.0839946289785568
"point2.4.opening.inlever.resids_point17.18.pelvic.girdle.length.resids",-0.00598581733270548,-0.00597433690019867,-0.00819363144896024
"point12.19.nasal.tissue.protrusion.resids_point5.8.dentigerous.arm.width.resids",-0.0511211138184844,0.0772610429829553,0.0194431617073762
"point12.19.nasal.tissue.protrusion.resids_point7.5.dentigerous.arm.base.resids",-0.0261696544775462,-0.12539323013036,-0.0217693711561318
"point12.19.nasal.tissue.protrusion.resids_point1.2.lower.jaw.length.resids",-0.0567082379764219,-0.0180060682908065,0.0118601054421018
"point12.19.nasal.tissue.protrusion.resids_point8.9.dentigerous.arm.depth.resids",-0.0139211350303473,-0.0334024000893003,0.0105632653121195
"point12.19.nasal.tissue.protrusion.resids_point2.11.palatine.height.resids",-0.044017777667827,-0.0207775950381822,0.00319871357952889
"point12.19.nasal.tissue.protrusion.resids_point2.3.jaw.closing.inlever.resids",-0.0242584549015387,0.0570901821542592,-0.0117278066936281
"point12.19.nasal.tissue.protrusion.resids_point15.16.cranial.height.resids",0.0237778853806621,0.00408212514694692,0.00903097137043291
"point12.19.nasal.tissue.protrusion.resids_point14.15.orbit.diameter.resids",-0.0112722137756367,-0.0683047571767402,-0.0026508417486743
"point12.19.nasal.tissue.protrusion.resids_point2.18.suspensorium.length.resids",-0.0613912687516906,-0.0144796707070408,-0.0053236163856502
"point12.19.nasal.tissue.protrusion.resids_point9.10.ascending.proess.length.resids",-0.0439095952549627,-0.0281637520271064,0.0143299777220719
"point12.19.nasal.tissue.protrusion.resids_point2.4.opening.inlever.resids",-0.214635597967304,0.0817294507957094,-0.116934005172305
"point12.19.nasal.tissue.protrusion.resids_point12.19.nasal.tissue.protrusion.resids",0.37654059568074,0.148267151194555,0.257153524591606
"point12.19.nasal.tissue.protrusion.resids_point11.14.ectopterygoid.resids",-0.0587251748539697,0.0289353328117418,-0.0162037891937202
"point12.19.nasal.tissue.protrusion.resids_point16.18.head.depth.resids",-0.00240335905821234,-0.0371662758336167,0.00542746788706937
"point12.19.nasal.tissue.protrusion.resids_point12.13.maxillary.head.protrusion.resids",-0.132139355685654,-0.0965926368312139,0.0222730726076956
"point12.19.nasal.tissue.protrusion.resids_point6.11.maxilla.length.resids",-0.0541445943679206,0.0207099716710706,0.017814888908366
"point12.19.nasal.tissue.protrusion.resids_point11.13.maxillary.head.height.resids",0.285651583471873,0.0884589614611288,-0.0913373703438005
"point12.19.nasal.tissue.protrusion.resids_point17.18.pelvic.girdle.length.resids",0.00949139786346732,-0.13164135437262,-0.0152782282741047
"point11.14.ectopterygoid.resids_point5.8.dentigerous.arm.width.resids",0.0133711332782067,-0.0286573596967669,0.000116441074642659
"point11.14.ectopterygoid.resids_point7.5.dentigerous.arm.base.resids",0.0243865920159008,-0.0168750476081295,-0.00596287532598067
